Date,Open,High,Low,Close,Volume [BRL],Volume [shares],IFR (RSI) [9],True Range [1],Moving Average A [21],Moving Average E [9],IsLocalPeak,IsLocalTrough,derivative_peaks,derivative_troughs,bear_harami,bull_harami,bear_engulfing,bull_engulfing,hammer,shooting_star
2019-06-18,95.45,95.8,94.86,95.77,355923779.9,3726580,65.73,1.55,93.29619047619049,94.53490535292156,0.0,0.0,0.24749999999999872,-0.125,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-19,95.77,96.72,95.34,96.63,485954746.1,5060030,69.83,1.38,93.55523809523811,94.95392428233725,0.0,0.0,0.24749999999999872,-0.125,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-21,97.32,98.39,97.32,98.22,484063338.7,4936490,75.84,1.76,93.90095238095239,95.60713942586982,0.0,0.0,0.24749999999999872,-0.125,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-24,98.31,98.89,97.85,98.31,357567800.7,3636240,76.14,1.04,94.27619047619048,96.14771154069587,1.0,0.0,0.5200000000000008,-0.125,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-25,98.16,98.25,96.22,96.36,472696492.0,4868660,58.33,2.09,94.56714285714285,96.1901692325567,0.0,1.0,0.5200000000000008,0.36999999999999983,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-26,96.96,97.44,96.48,96.85,414177668.2,4274650,60.91,1.08,94.82190476190475,96.32213538604537,0.0,0.0,0.5200000000000008,0.36999999999999983,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-27,96.45,97.35,95.73,97.07,441218080.9,4567370,62.1,1.62,95.02285714285713,96.47170830883631,0.0,1.0,0.5200000000000008,-0.24499999999999744,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-28,97.62,97.88,97.11,97.11,309043204.0,3172580,62.34,0.81,95.21571428571427,96.59936664706905,0.0,0.0,0.5200000000000008,-0.24499999999999744,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,98.6,98.71,97.43,97.45,334045734.8,3408390,64.44,1.6,95.38190476190475,96.76949331765525,1.0,0.0,-0.036000000000001364,-0.24499999999999744,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-02,97.7,97.9,96.23,96.77,644724674.3,6646900,57.25,1.67,95.53333333333332,96.7695946541242,0.0,1.0,-0.036000000000001364,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-03,96.62,98.48,96.51,98.32,538361332.5,5507420,66.76,1.97,95.7638095238095,97.07967572329937,0.0,0.0,-0.036000000000001364,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-04,99.38,100.2,99.37,100.0,462852943.1,4635970,73.85,1.88,96.0590476190476,97.6637405786395,0.0,0.0,-0.036000000000001364,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-05,99.49,100.41,98.9,100.27,403087177.4,4040790,74.82,1.51,96.42238095238092,98.18499246291161,0.0,1.0,-0.036000000000001364,0.8900000000000006,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-08,100.48,100.91,100.2,100.56,170621253.8,1696060,75.9,0.71,96.7495238095238,98.65999397032928,0.0,0.0,-0.036000000000001364,0.8900000000000006,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-10,101.8,102.8,101.56,101.96,387945501.0,3795230,80.46,2.24,97.11809523809522,99.31999517626343,1.0,0.0,0.6816666666666672,0.8900000000000006,0.0,0.0,0.0,0.0,0.0,1.0
2019-07-11,101.96,101.96,101.0,101.21,330054262.7,3255790,72.23,0.96,97.46857142857142,99.69799614101076,0.0,0.0,0.6816666666666672,0.8900000000000006,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-12,101.65,101.8,100.05,100.05,329706147.1,3267220,61.31,1.75,97.68904761904761,99.76839691280863,0.0,0.0,0.6816666666666672,0.8900000000000006,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-15,100.8,100.8,99.7,100.04,289771022.8,2894550,61.22,1.1,97.9452380952381,99.8227175302469,0.0,0.0,0.6816666666666672,0.8900000000000006,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-16,100.37,100.62,99.53,99.9,486308500.5,4863910,59.84,1.09,98.17190476190474,99.83817402419753,0.0,1.0,0.6816666666666672,0.10499999999999925,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-17,100.16,100.63,99.91,100.01,336683503.2,3360650,60.63,0.73,98.43380952380953,99.87253921935803,0.0,0.0,0.6816666666666672,0.10499999999999925,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-18,100.21,100.95,100.12,100.7,271255818.1,2699210,65.39,0.94,98.74095238095238,100.03803137548643,1.0,0.0,-0.3083333333333324,0.10499999999999925,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-19,100.65,100.79,99.56,99.6,263223001.0,2632590,53.73,1.23,98.92333333333335,99.95042510038915,0.0,1.0,-0.3083333333333324,0.010000000000000378,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-22,100.0,100.48,99.75,100.0,171314838.4,1711710,56.87,0.88,99.08380952380953,99.96034008031133,0.0,0.0,-0.3083333333333324,0.010000000000000378,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-23,100.41,100.59,99.68,100.1,328447025.0,3282880,57.68,0.91,99.17333333333333,99.98827206424906,0.0,1.0,-0.3083333333333324,0.060000000000002274,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-24,100.12,100.77,100.07,100.39,437699168.3,4363000,60.13,0.7,99.27238095238094,100.06861765139925,1.0,0.0,-0.045000000000001705,0.060000000000002274,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-25,100.35,100.65,98.6,98.8,700477703.1,7070060,44.34,2.05,99.38857142857142,99.81489412111941,0.0,0.0,-0.045000000000001705,0.060000000000002274,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-26,99.38,99.55,98.45,99.15,358428864.8,3616660,47.74,1.1,99.49809523809525,99.68191529689553,0.0,1.0,-0.045000000000001705,-0.4100000000000013,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-29,99.15,99.56,98.72,99.56,227349087.8,2292520,51.63,0.84,99.61666666666667,99.65753223751643,0.0,0.0,-0.045000000000001705,-0.4100000000000013,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-30,99.43,99.79,98.82,99.12,410263732.7,4129760,47.37,0.97,99.71238095238095,99.55002579001315,1.0,0.0,-0.24499999999999744,-0.4100000000000013,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-31,99.41,99.5,97.22,97.98,556632821.8,5662870,38.19,2.28,99.73761904761903,99.23602063201054,0.0,1.0,-0.24499999999999744,-0.4100000000000013,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,98.58,100.25,98.12,98.43,628648471.3,6346650,43.09,2.27,99.81666666666665,99.07481650560844,1.0,0.0,0.22999999999999687,-0.4100000000000013,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-02,98.51,99.41,97.93,98.78,428698700.5,4350500,46.78,1.48,99.83857142857144,99.01585320448676,0.0,0.0,0.22999999999999687,-0.4100000000000013,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-05,97.1,97.36,95.93,96.47,947268095.4,9810050,31.58,2.85,99.6704761904762,98.50668256358941,0.0,1.0,0.22999999999999687,-0.42999999999999733,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-06,97.3,98.45,97.3,98.44,422786238.7,4316730,47.84,1.98,99.58333333333333,98.49334605087154,0.0,0.0,0.22999999999999687,-0.42999999999999733,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-07,97.15,99.05,96.71,99.05,524160343.4,5353270,51.83,2.34,99.51142857142858,98.60467684069724,0.0,1.0,0.22999999999999687,0.38999999999999346,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-08,99.55,100.5,99.32,100.36,841494283.4,8405500,59.34,1.45,99.4352380952381,98.9557414725578,0.0,0.0,0.22999999999999687,0.38999999999999346,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-09,100.0,101.05,99.71,100.24,307210312.1,3063290,58.4,1.34,99.38904761904762,99.21259317804625,1.0,0.0,0.13333333333333286,0.38999999999999346,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-12,99.0,99.0,97.85,98.16,663239783.7,6750230,44.64,2.39,99.29904761904761,99.00207454243701,0.0,0.0,0.13333333333333286,0.38999999999999346,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-13,98.13,100.0,97.65,99.52,499056327.0,5021090,52.82,2.35,99.27428571428572,99.10565963394961,1.0,0.0,-0.5249999999999986,0.38999999999999346,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-14,98.49,98.49,96.3,96.65,891939876.4,9200210,39.1,3.22,99.1195238095238,98.6145277071597,0.0,0.0,-0.5249999999999986,0.38999999999999346,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-15,97.22,97.24,94.51,95.38,950374829.4,9932420,34.62,2.73,98.89904761904762,97.96762216572776,0.0,1.0,-0.5249999999999986,-0.36666666666666475,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-16,96.72,96.98,95.41,96.15,588817800.0,6125370,39.36,1.6,98.68238095238095,97.60409773258222,0.0,0.0,-0.5249999999999986,-0.36666666666666475,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-19,96.72,97.26,95.23,95.77,471847907.9,4908840,37.84,2.03,98.5,97.23727818606578,1.0,0.0,-0.6849999999999987,-0.36666666666666475,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-20,95.83,96.04,94.24,95.54,541889332.9,5675540,36.87,1.8,98.28761904761907,96.89782254885263,0.0,1.0,-0.6849999999999987,-0.09000000000000341,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-21,96.37,97.64,95.8,97.53,413570285.1,4271060,49.48,2.1,98.16523809523811,97.02425803908211,0.0,0.0,-0.6849999999999987,-0.09000000000000341,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-22,97.55,97.85,96.35,96.35,433530980.0,4478200,43.66,1.5,97.97285714285715,96.8894064312657,1.0,0.0,0.19666666666666308,-0.09000000000000341,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-23,95.6,96.38,93.42,94.02,1001548465.0,10614120,34.62,2.96,97.7452380952381,96.31552514501257,0.0,0.0,0.19666666666666308,-0.09000000000000341,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-26,94.55,95.0,92.42,92.65,387750948.6,4165080,30.45,2.58,97.43571428571428,95.58242011601007,0.0,0.0,0.19666666666666308,-0.09000000000000341,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-27,93.19,94.35,92.26,93.65,554494345.6,5934710,36.71,2.09,97.15428571428572,95.19593609280807,0.0,1.0,0.19666666666666308,-0.39599999999999796,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-28,93.04,94.76,92.95,94.58,289393257.4,3075390,42.16,1.81,96.93809523809524,95.07274887424646,0.0,0.0,0.19666666666666308,-0.39599999999999796,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-29,95.03,97.0,94.88,96.86,568741147.9,5921790,53.26,2.42,96.8847619047619,95.43019909939717,0.0,0.0,0.19666666666666308,-0.39599999999999796,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-30,97.53,97.83,97.0,97.61,450201694.1,4619310,56.36,0.97,96.84571428571428,95.86615927951775,0.0,0.0,0.19666666666666308,-0.39599999999999796,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-02,97.52,97.9,96.76,96.76,276696710.2,2844060,51.96,1.14,96.7495238095238,96.0449274236142,1.0,0.0,0.007142857142858767,-0.39599999999999796,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-03,96.69,97.74,95.67,95.9,564936192.4,5865740,47.73,2.07,96.72238095238095,96.01594193889137,0.0,1.0,0.007142857142858767,0.6819999999999993,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-04,97.3,97.37,96.66,97.37,277944432.5,2863010,54.81,1.47,96.67142857142856,96.28675355111311,0.0,0.0,0.007142857142858767,0.6819999999999993,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-05,98.02,99.42,98.02,98.44,419599230.4,4245770,59.32,2.05,96.64238095238095,96.7174028408905,1.0,0.0,0.5066666666666654,0.6819999999999993,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-06,99.06,99.35,98.63,99.13,338001955.8,3412310,62.07,0.91,96.58380952380953,97.1999222727124,0.0,0.0,0.5066666666666654,0.6819999999999993,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-09,99.5,100.4,98.99,99.33,328565592.5,3298700,62.89,1.41,96.54047619047618,97.62593781816993,1.0,0.0,0.490000000000002,0.6819999999999993,0.0,0.0,0.0,0.0,0.0,1.0
2019-09-10,99.37,99.78,98.43,99.19,312825537.6,3154680,61.84,1.35,96.58952380952381,97.93875025453596,0.0,1.0,0.490000000000002,0.552000000000001,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-11,99.8,100.3,99.36,99.75,308844965.4,3095480,64.5,1.11,96.6004761904762,98.30100020362877,0.0,0.0,0.490000000000002,0.552000000000001,0.0,0.0,0.0,0.0,0.0,1.0
2019-09-12,100.3,100.79,99.8,100.36,327423596.1,3261040,67.3,1.04,96.77714285714285,98.71280016290302,0.0,0.0,0.490000000000002,0.552000000000001,0.0,0.0,0.0,0.0,0.0,1.0
2019-09-13,100.79,100.81,99.36,99.58,523983385.3,5235630,60.45,1.45,96.97714285714287,98.88624013032242,1.0,0.0,0.10249999999999915,0.552000000000001,0.0,0.0,21.16666666666784,0.0,0.0,0.0
2019-09-16,99.88,100.17,98.92,99.8,471319786.3,4731520,61.69,1.25,97.15095238095239,99.06899210425794,0.0,1.0,0.10249999999999915,0.12249999999999872,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-17,99.48,100.76,99.13,100.76,276926849.8,2764480,66.79,1.63,97.38857142857144,99.40719368340636,0.0,0.0,0.10249999999999915,0.12249999999999872,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-18,100.55,100.84,99.77,100.63,379893425.4,3784050,65.46,1.07,97.63095238095237,99.6517549467251,0.0,0.0,0.10249999999999915,0.12249999999999872,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-19,101.45,102.12,100.36,100.44,333351032.5,3289800,63.39,1.76,97.76952380952378,99.80940395738008,1.0,0.0,0.32750000000000057,0.12249999999999872,0.0,0.0,0.8449612403100795,0.0,0.0,0.0
2019-09-20,100.65,101.16,100.0,100.76,417113086.0,4142160,65.46,1.16,97.9795238095238,99.99952316590408,0.0,1.0,0.32750000000000057,0.2699999999999996,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-23,100.48,100.82,100.18,100.78,244855065.9,2435110,65.6,0.64,98.30142857142857,100.15561853272328,0.0,0.0,0.32750000000000057,0.2699999999999996,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-24,100.91,100.99,99.63,100.0,630146053.2,6302320,55.88,1.36,98.65142857142857,100.12449482617863,1.0,0.0,-0.37666666666666987,0.2699999999999996,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-25,99.8,100.55,99.21,100.45,324629065.7,3248450,59.75,1.34,98.97523809523807,100.18959586094292,0.0,1.0,-0.37666666666666987,-0.2633333333333354,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-26,100.93,101.45,100.48,101.43,300875861.7,2976760,66.87,1.0,99.30142857142857,100.43767668875434,0.0,0.0,-0.37666666666666987,-0.2633333333333354,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-27,101.4,101.74,100.62,101.24,411452409.6,4069100,64.39,1.12,99.51,100.59814135100348,1.0,0.0,0.25,-0.2633333333333354,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-30,101.25,101.34,100.78,101.01,367614788.1,3637500,61.28,0.56,99.67190476190477,100.68051308080278,0.0,0.0,0.25,-0.2633333333333354,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,101.0,101.3,100.0,100.06,586582964.2,5845310,50.08,1.3,99.82904761904763,100.55641046464223,0.0,0.0,0.25,-0.2633333333333354,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-02,99.16,99.24,97.15,97.15,832539879.1,8510310,30.72,2.91,99.88857142857144,99.8751283717138,0.0,0.0,0.25,-0.2633333333333354,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-03,97.6,97.81,96.1,97.72,469595613.6,4835000,36.16,1.71,99.90523809523809,99.44410269737104,0.0,1.0,0.25,-0.5183333333333332,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-04,97.8,98.8,97.27,98.69,251157133.2,2559040,44.5,1.53,99.91714285714286,99.29328215789684,1.0,0.0,-0.5879999999999995,-0.5183333333333332,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-07,98.55,98.67,96.8,96.8,314987448.3,3226020,34.59,1.89,99.8061904761905,98.79462572631748,0.0,0.0,-0.5879999999999995,-0.5183333333333332,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-08,96.99,97.6,96.11,96.15,493624776.5,5096280,31.85,1.49,99.6547619047619,98.26570058105399,0.0,1.0,-0.5879999999999995,0.0033333333333350388,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-09,97.16,97.83,96.47,97.5,350444489.9,3607750,42.5,1.68,99.57428571428574,98.1125604648432,0.0,0.0,-0.5879999999999995,0.0033333333333350388,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-10,97.8,98.7,97.42,98.08,182878160.4,1864620,46.54,1.28,99.49476190476192,98.10604837187456,0.0,0.0,-0.5879999999999995,0.0033333333333350388,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-11,98.86,100.6,98.86,99.97,555715635.2,5559780,57.49,2.52,99.47619047619048,98.47883869749965,1.0,0.0,0.35999999999999943,0.0033333333333350388,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-14,99.65,100.45,99.57,100.35,280444898.1,2798360,59.37,0.88,99.51285714285714,98.85307095799973,0.0,0.0,0.35999999999999943,0.0033333333333350388,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-15,100.34,101.21,100.17,100.58,447084661.6,4433830,60.56,1.04,99.55000000000001,99.19845676639979,0.0,0.0,0.35999999999999943,0.0033333333333350388,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-16,100.55,101.48,99.67,101.4,445369931.7,4424830,64.7,1.81,99.58047619047619,99.63876541311984,0.0,1.0,0.35999999999999943,0.5933333333333337,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-17,101.32,102.0,100.89,101.05,525268796.6,5182150,61.6,1.11,99.6004761904762,99.92101233049587,1.0,0.0,0.3500000000000014,0.5933333333333337,3.148148148148226,0.0,0.0,0.0,0.0,0.0
2019-10-18,101.06,101.61,100.65,100.75,525448250.1,5200300,58.87,0.96,99.6152380952381,100.08680986439671,0.0,1.0,0.3500000000000014,0.490000000000002,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-21,101.45,102.0,100.79,102.0,362144562.0,3570080,65.94,1.25,99.6742857142857,100.46944789151738,0.0,0.0,0.3500000000000014,0.490000000000002,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-22,102.0,103.45,101.95,103.24,720049250.2,6987630,71.42,1.5,99.79142857142857,101.0235583132139,0.0,0.0,0.3500000000000014,0.490000000000002,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-23,103.24,103.99,103.02,103.4,594598331.2,5740380,72.07,0.97,99.9533333333333,101.49884665057112,1.0,0.0,0.4974999999999987,0.490000000000002,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-24,103.66,103.8,102.62,103.0,518291861.6,5028050,67.72,1.18,100.07476190476189,101.79907732045692,0.0,1.0,0.4974999999999987,0.4924999999999997,0.0,0.0,0.6560000000000086,0.0,0.0,0.0
2019-10-25,103.3,104.13,102.97,103.37,678325113.8,6562060,69.63,1.16,100.16714285714286,102.11326185636554,0.0,0.0,0.4974999999999987,0.4924999999999997,0.0,0.0,0.0,0.0,0.0,1.0
2019-10-28,103.38,104.42,103.29,103.95,447094146.8,4300150,72.49,1.13,100.29619047619046,102.48060948509244,1.0,0.0,0.14333333333333562,0.4924999999999997,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-29,103.9,104.04,103.29,103.5,420776157.3,4060810,66.98,0.75,100.4147619047619,102.68448758807396,0.0,0.0,0.14333333333333562,0.4924999999999997,1.4249999999999983,0.0,0.0,0.0,0.0,0.0
2019-10-30,103.45,104.35,102.55,104.29,454957120.0,4396530,71.29,1.8,100.6161904761905,103.00559007045918,1.0,0.0,-0.035000000000003695,0.4924999999999997,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-31,103.87,103.87,102.36,103.23,554695687.2,5383940,59.55,1.93,100.90571428571428,103.05047205636735,0.0,1.0,-0.035000000000003695,-0.052000000000001025,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,103.85,104.45,103.62,104.27,432999919.6,4154010,65.77,1.22,101.21761904761905,103.29437764509389,0.0,0.0,-0.035000000000003695,-0.052000000000001025,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-04,104.45,105.29,104.35,104.63,482771196.7,4609990,67.71,1.02,101.5004761904762,103.56150211607512,1.0,0.0,0.3133333333333373,-0.052000000000001025,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-05,104.96,105.28,104.19,104.67,487982222.7,4664780,67.93,1.09,101.8752380952381,103.7832016928601,0.0,0.0,0.3133333333333373,-0.052000000000001025,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-06,104.95,105.6,103.24,104.35,814952528.7,7805360,63.9,2.36,102.26571428571428,103.8965613542881,0.0,1.0,0.3133333333333373,0.21999999999999886,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-07,104.76,105.63,104.53,105.31,483945086.6,4598140,69.93,1.28,102.63761904761904,104.17924908343048,1.0,0.0,0.11333333333332973,0.21999999999999886,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-08,104.5,104.9,103.11,103.4,488298463.4,4693780,50.9,2.2,102.89095238095238,104.02339926674439,0.0,0.0,0.11333333333332973,0.21999999999999886,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-11,103.08,104.34,102.81,104.24,555148102.8,5342860,56.73,1.53,103.09428571428572,104.06671941339552,0.0,0.0,0.11333333333332973,0.21999999999999886,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-12,103.9,103.98,102.24,102.45,717669815.5,6981450,44.17,2.0,103.19428571428568,103.74337553071643,0.0,0.0,0.11333333333332973,0.21999999999999886,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-13,102.33,102.82,101.31,102.37,623122742.2,6110390,43.68,1.51,103.27952380952381,103.46870042457316,0.0,1.0,0.11333333333332973,-0.3859999999999985,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-14,102.28,102.81,101.85,102.55,324328809.5,3167590,45.21,0.96,103.33428571428574,103.28496033965854,0.0,0.0,0.11333333333332973,-0.3859999999999985,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-18,103.95,103.95,102.0,102.0,426467651.3,4149950,41.35,1.95,103.37952380952382,103.02796827172685,1.0,0.0,-0.27999999999999875,-0.3859999999999985,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-19,102.67,102.97,101.43,101.96,489955846.9,4799720,41.07,1.54,103.43714285714287,102.81437461738147,0.0,1.0,-0.27999999999999875,0.040000000000001514,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-21,102.05,103.5,102.04,103.5,321803079.2,3130050,54.67,1.54,103.50857142857141,102.95149969390519,0.0,0.0,-0.27999999999999875,0.040000000000001514,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-22,103.57,104.6,103.21,104.6,630823790.4,6062500,61.76,1.39,103.57333333333331,103.28119975512416,0.0,0.0,-0.27999999999999875,0.040000000000001514,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-25,104.79,104.87,104.06,104.25,292528539.1,2800260,58.49,0.81,103.61380952380954,103.47495980409934,1.0,0.0,0.23000000000000043,0.040000000000001514,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-26,104.13,104.13,102.46,103.44,785749026.5,7627410,51.39,1.79,103.63476190476192,103.46796784327948,0.0,0.0,0.23000000000000043,0.040000000000001514,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-27,103.3,104.0,102.29,103.68,337370019.3,3266080,53.28,1.71,103.6495238095238,103.5103742746236,0.0,1.0,0.23000000000000043,0.17199999999999988,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-28,103.46,104.38,103.2,104.38,270110692.8,2597560,58.56,1.18,103.67,103.68429941969889,0.0,0.0,0.23000000000000043,0.17199999999999988,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-29,104.38,104.7,103.7,104.35,245456445.2,2358810,58.25,1.0,103.7104761904762,103.81743953575912,0.0,0.0,0.23000000000000043,0.17199999999999988,0.0,0.0,0.0,0.0,0.0,1.0
2019-12-02,104.6,105.25,104.55,104.81,461127978.5,4392120,61.82,0.9,103.7352380952381,104.01595162860731,0.0,0.0,0.23000000000000043,0.17199999999999988,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-03,105.15,105.29,104.1,105.0,310319861.5,2966310,63.28,1.19,103.81952380952382,104.21276130288585,0.0,1.0,0.23000000000000043,0.452499999999997,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-04,105.3,106.19,105.1,106.1,585445304.2,5532730,70.6,1.19,103.90666666666667,104.59020904230869,0.0,0.0,0.23000000000000043,0.452499999999997,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-05,106.2,106.99,105.87,106.44,447967028.9,4201120,72.51,1.12,103.99285714285713,104.96016723384695,0.0,0.0,0.23000000000000043,0.452499999999997,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-06,106.5,107.32,106.5,106.93,348615058.1,3256520,75.12,0.88,104.10047619047617,105.35413378707756,1.0,0.0,0.272222222222221,0.452499999999997,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-09,106.96,107.29,106.71,106.77,419609215.6,3922240,72.59,0.58,104.21571428571427,105.63730702966205,0.0,0.0,0.272222222222221,0.452499999999997,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-10,106.64,107.07,106.01,106.58,481037564.9,4519050,69.45,1.06,104.27619047619048,105.82584562372965,0.0,1.0,0.272222222222221,0.38200000000000217,0.0,0.0,0.0,0.0,0.0,1.0
2019-12-11,106.82,107.0,106.4,106.75,438274102.4,4106850,70.72,0.6,104.43571428571428,106.01067649898371,0.0,0.0,0.272222222222221,0.38200000000000217,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-12,107.21,108.28,107.21,107.85,689768004.2,6395020,77.53,1.53,104.60761904761904,106.37854119918697,0.0,0.0,0.272222222222221,0.38200000000000217,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-13,108.35,108.68,107.59,108.31,543745469.1,5027740,79.75,1.09,104.88666666666666,106.76483295934959,0.0,0.0,0.272222222222221,0.38200000000000217,0.0,0.0,0.0,0.0,0.0,1.0
2019-12-16,108.55,109.01,107.72,107.72,494465478.6,4549820,69.81,1.29,105.14142857142856,106.95586636747967,1.0,0.0,0.2816666666666687,0.38200000000000217,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-17,108.49,108.56,107.75,108.41,608560585.9,5621000,74.06,0.84,105.42047619047617,107.24669309398375,0.0,0.0,0.2816666666666687,0.38200000000000217,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-18,108.35,110.16,108.15,110.16,529713369.1,4799050,81.5,2.01,105.8090476190476,107.829354475187,0.0,0.0,0.2816666666666687,0.38200000000000217,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-19,109.98,110.82,109.45,110.82,529713369.1,4799050,83.5,1.37,106.23095238095237,108.42748358014961,0.0,0.0,0.2816666666666687,0.38200000000000217,0.0,0.0,0.0,0.0,0.0,0.0
