Date,Open,High,Low,Close,Volume [BRL],Volume [shares],IFR (RSI) [9],True Range [1],Moving Average A [21],Moving Average E [9],IsLocalPeak,IsLocalTrough,derivative_peaks,derivative_troughs,bear_harami,bull_harami,bear_engulfing,bull_engulfing,hammer,shooting_star
2011-09-21,56.3,56.88,55.02,55.02,70550012.39,1256550,47.89,1.86,54.989999999999995,55.550313917933224,0.0,0.0,-0.07375000000000043,0.03666666666666648,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-22,53.4,53.85,52.1,52.56,118690757.6,2241620,34.32,2.92,54.969047619047615,54.95225113434658,0.0,0.0,-0.07375000000000043,0.03666666666666648,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-23,52.48,53.23,52.05,52.65,63873649.67,1212360,35.07,1.18,54.95380952380953,54.49180090747727,0.0,0.0,-0.07375000000000043,0.03666666666666648,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-26,53.06,53.26,51.74,53.03,38302921.22,730200,38.45,1.52,54.99571428571429,54.19944072598182,0.0,1.0,-0.07375000000000043,-0.5539999999999992,0.0,0.0,0.0,0.0,1.0,0.0
2011-09-27,53.95,54.3,53.15,53.15,44429195.9,824010,39.56,1.27,55.025714285714294,53.989552580785464,1.0,0.0,-0.5200000000000002,-0.5539999999999992,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-28,53.5,54.17,52.54,52.54,46184945.4,868710,35.85,1.63,54.951428571428586,53.69964206462838,0.0,0.0,-0.5200000000000002,-0.5539999999999992,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-29,53.0,53.54,52.21,52.76,46825158.0,888680,38.2,1.33,54.86571428571429,53.511713651702706,0.0,0.0,-0.5200000000000002,-0.5539999999999992,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-30,52.25,52.41,51.25,51.6,89172071.99,1720220,31.37,1.51,54.66809523809523,53.12937092136217,0.0,0.0,-0.5200000000000002,-0.5539999999999992,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-03,51.15,51.55,50.0,50.0,72951846.49,1436710,24.56,1.6,54.32190476190475,52.50349673708973,0.0,0.0,-0.5200000000000002,-0.5539999999999992,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-04,49.35,50.1,48.75,50.1,83331913.08,1690070,25.7,1.35,54.05761904761904,52.022797389671794,0.0,1.0,-0.5200000000000002,-0.4983333333333337,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-05,49.9,50.6,49.6,50.1,48701022.7,973970,25.7,1.0,53.85809523809522,51.63823791173744,0.0,0.0,-0.5200000000000002,-0.4983333333333337,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-06,51.07,52.04,50.9,51.5,67300021.89,1306740,41.33,1.94,53.649047619047614,51.61059032938995,0.0,0.0,-0.5200000000000002,-0.4983333333333337,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-07,52.22,52.3,50.18,50.41,122886086.5,2411700,34.9,2.12,53.34,51.370472263511964,0.0,1.0,-0.5200000000000002,0.47666666666666657,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-10,51.12,52.8,51.04,52.8,53615930.44,1028030,52.95,2.39,53.23047619047619,51.65637781080957,0.0,0.0,-0.5200000000000002,0.47666666666666657,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-11,52.29,53.41,52.27,53.09,75543649.46,1426310,54.67,1.14,53.12523809523809,51.94310224864766,0.0,0.0,-0.5200000000000002,0.47666666666666657,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-13,53.61,54.0,52.64,54.0,40534299.3,759100,59.84,1.36,53.09047619047618,52.35448179891813,0.0,0.0,-0.5200000000000002,0.47666666666666657,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-14,54.48,54.48,53.72,54.4,55009233.68,1017730,61.99,0.76,53.037619047619046,52.76358543913451,1.0,0.0,0.014999999999999977,0.47666666666666657,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-17,53.79,54.19,52.83,53.12,35006773.09,658000,51.99,1.57,52.917142857142856,52.83486835130761,0.0,0.0,0.014999999999999977,0.47666666666666657,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-18,53.23,54.5,52.51,54.4,41686043.01,775510,59.36,1.99,52.81952380952381,53.1478946810461,0.0,1.0,0.014999999999999977,0.38833333333333303,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-19,54.45,54.55,53.78,54.28,65612219.89,1210700,58.42,0.77,52.719523809523814,53.374315744836885,1.0,0.0,0.023333333333333428,0.38833333333333303,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-20,53.65,54.49,52.92,53.17,69896318.86,1305940,50.11,1.57,52.603809523809524,53.33345259586951,0.0,1.0,0.023333333333333428,0.20500000000000185,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-21,53.9,54.75,53.72,54.6,46234868.8,848850,58.63,1.58,52.583809523809514,53.586762076695614,0.0,0.0,0.023333333333333428,0.20500000000000185,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-24,55.0,56.48,54.83,56.0,41181548.44,737120,65.19,1.88,52.74761904761904,54.069409661356495,1.0,0.0,0.6433333333333332,0.20500000000000185,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-25,55.8,56.1,55.09,55.35,125308378.3,2258280,60.21,1.01,52.87619047619047,54.3255277290852,0.0,0.0,0.6433333333333332,0.20500000000000185,2.222222222222243,0.0,0.0,0.0,0.0,0.0
2011-10-26,56.1,56.59,55.5,56.49,50527259.76,900350,65.42,1.24,53.040952380952376,54.758422183268166,0.0,0.0,0.6433333333333332,0.20500000000000185,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-27,58.43,59.09,57.98,58.1,96315574.41,1646720,71.38,2.6,53.27666666666666,55.426737746614535,1.0,0.0,0.8700000000000022,0.20500000000000185,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-28,58.0,58.87,57.84,58.55,47459399.67,811480,72.85,1.03,53.56285714285714,56.05139019729163,0.0,0.0,0.8700000000000022,0.20500000000000185,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-31,57.99,58.08,57.34,57.57,72192141.17,1248280,64.7,1.21,53.79190476190475,56.35511215783331,0.0,0.0,0.8700000000000022,0.20500000000000185,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-01,55.68,56.79,55.07,56.48,100699329.9,1798480,56.76,2.5,54.02428571428571,56.380089726266654,0.0,1.0,0.8700000000000022,0.2687499999999998,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-03,57.82,57.82,56.95,57.3,52913915.42,921920,60.83,1.34,54.37190476190476,56.564071781013325,0.0,0.0,0.8700000000000022,0.2687499999999998,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-04,57.23,58.01,56.52,58.0,30843075.9,536500,64.08,1.49,54.74809523809523,56.85125742481066,0.0,1.0,0.8700000000000022,0.7250000000000014,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-07,57.83,58.63,57.83,58.4,52762254.97,904350,65.89,0.8,55.14333333333333,57.16100593984853,0.0,0.0,0.8700000000000022,0.7250000000000014,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-08,58.65,58.8,57.76,58.1,78687231.82,1351020,63.2,1.04,55.457619047619055,57.34880475187883,1.0,0.0,-0.04142857142857232,0.7250000000000014,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-09,57.15,57.39,56.43,56.78,63925083.58,1122030,52.55,1.67,55.76095238095237,57.23504380150307,0.0,1.0,-0.04142857142857232,-0.030000000000001137,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-10,57.21,57.57,56.55,56.7,88732039.24,1551280,51.95,1.02,55.94666666666666,57.12803504120246,0.0,0.0,-0.04142857142857232,-0.030000000000001137,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-11,57.42,57.94,57.19,57.66,36861043.27,639150,58.34,1.24,56.164285714285725,57.23442803296197,0.0,0.0,-0.04142857142857232,-0.030000000000001137,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-14,57.58,58.0,57.18,57.4,49068372.79,853160,56.07,0.82,56.32619047619048,57.26754242636959,0.0,0.0,-0.04142857142857232,-0.030000000000001137,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-16,57.1,58.13,56.94,57.68,37424362.59,649710,58.05,1.19,56.48238095238097,57.350033941095674,1.0,0.0,-0.13399999999999893,-0.030000000000001137,0.0,0.0,0.0,3.166653472277258,0.0,0.0
2011-11-17,57.41,57.79,55.9,56.15,137452628.4,2425470,45.46,1.89,56.62666666666668,57.11002715287654,0.0,0.0,-0.13399999999999893,-0.030000000000001137,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-18,56.41,56.79,55.65,56.0,49243463.03,878320,44.4,1.14,56.70285714285714,56.88802172230124,0.0,0.0,-0.13399999999999893,-0.030000000000001137,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-21,55.3,56.37,54.76,55.6,96697668.8,1751820,41.49,1.61,56.76571428571428,56.630417377841,0.0,1.0,-0.13399999999999893,-0.23857142857142882,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-22,55.7,56.2,54.88,55.1,94131548.02,1700900,37.99,1.32,56.85761904761904,56.324333902272805,0.0,0.0,-0.13399999999999893,-0.23857142857142882,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-23,54.41,55.0,54.11,54.31,126182935.1,2313300,33.04,0.99,56.84380952380951,55.921467121818246,0.0,0.0,-0.13399999999999893,-0.23857142857142882,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-24,54.73,54.8,53.81,54.47,45452335.92,836890,34.97,0.99,56.77095238095237,55.6311736974546,0.0,0.0,-0.13399999999999893,-0.23857142857142882,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-25,54.34,54.9,53.81,54.25,36965960.51,680690,33.48,1.09,56.71857142857142,55.35493895796368,0.0,0.0,-0.13399999999999893,-0.23857142857142882,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-28,55.3,55.75,55.12,55.12,30070800.3,542740,44.1,1.5,56.65333333333332,55.30795116637095,1.0,0.0,-0.2975000000000003,-0.23857142857142882,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-29,55.47,55.61,54.6,54.65,47120328.9,857220,40.2,1.01,56.48904761904762,55.17636093309676,0.0,1.0,-0.2975000000000003,-0.0266666666666661,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-30,55.03,56.88,55.03,56.18,117323901.7,2079750,54.83,2.23,56.37619047619048,55.37708874647741,0.0,0.0,-0.2975000000000003,-0.0266666666666661,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,57.1,57.58,56.75,57.41,52443542.79,915090,63.02,1.4,56.36857142857144,55.78367099718193,0.0,0.0,-0.2975000000000003,-0.0266666666666661,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-02,57.82,58.25,56.82,57.03,49234802.09,857060,59.28,1.43,56.3947619047619,56.03293679774554,0.0,0.0,-0.2975000000000003,-0.0266666666666661,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-05,57.59,58.49,57.52,58.18,53468798.74,919280,66.12,1.46,56.43666666666667,56.46234943819644,0.0,0.0,-0.2975000000000003,-0.0266666666666661,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-06,57.81,58.73,57.72,58.73,42477725.89,731140,68.92,1.01,56.47142857142857,56.91587955055716,1.0,0.0,0.49666666666666615,-0.0266666666666661,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-07,58.35,58.52,57.72,57.72,59545768.18,1023610,58.85,1.01,56.43904761904762,57.07670364044573,0.0,0.0,0.49666666666666615,-0.0266666666666661,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-08,57.99,58.45,56.48,56.52,60351528.13,1056260,49.24,1.97,56.363809523809515,56.96536291235659,0.0,1.0,0.49666666666666615,0.2685714285714279,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-09,57.0,57.75,56.75,57.41,114530297.4,1998680,55.33,1.23,56.39380952380952,57.054290329885276,0.0,0.0,0.49666666666666615,0.2685714285714279,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-12,56.91,57.9,56.1,56.52,87056477.02,1542070,48.75,1.8,56.385238095238094,56.947432263908226,1.0,1.0,-0.20749999999999957,-0.18999999999999773,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-13,57.02,57.35,56.54,56.62,35541694.49,623940,49.51,0.83,56.335714285714275,56.881945811126585,0.0,0.0,-0.20749999999999957,-0.18999999999999773,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-14,56.88,57.7,55.75,55.75,52923250.17,940720,43.24,1.95,56.25714285714284,56.65555664890127,1.0,0.0,-0.09999999999999787,-0.18999999999999773,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-15,56.44,56.73,55.5,55.55,44774432.48,795740,41.87,1.23,56.155714285714275,56.43444531912102,0.0,0.0,-0.09999999999999787,-0.18999999999999773,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-16,55.86,56.2,55.37,55.45,35576718.43,639020,41.13,0.83,56.12238095238095,56.23755625529682,0.0,0.0,-0.09999999999999787,-0.18999999999999773,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-19,56.0,56.0,54.5,54.5,122953753.2,2242800,34.65,1.5,56.05095238095238,55.89004500423746,0.0,1.0,-0.09999999999999787,-0.3200000000000003,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-20,55.16,56.26,54.8,56.26,87897225.81,1582850,50.81,1.76,56.082380952380944,55.96403600338997,1.0,0.0,-0.3600000000000012,-0.3200000000000003,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-21,55.65,56.06,55.24,55.82,64368929.92,1157750,47.51,1.02,56.11666666666666,55.93522880271198,0.0,0.0,-0.3600000000000012,-0.3200000000000003,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-22,55.9,56.69,55.79,56.5,64506772.45,1142560,52.84,0.9,56.220952380952376,56.04818304216958,0.0,0.0,-0.3600000000000012,-0.3200000000000003,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-23,56.7,57.01,56.63,56.75,25031427.43,440340,54.74,0.51,56.3295238095238,56.188546433735674,0.0,0.0,-0.3600000000000012,-0.3200000000000003,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-26,56.75,57.1,56.75,56.9,6748063.81,118430,55.94,0.35,56.45571428571429,56.33083714698854,0.0,0.0,-0.3600000000000012,-0.3200000000000003,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-27,56.92,57.36,56.92,57.14,31189695.8,545720,57.95,0.46,56.551904761904765,56.49266971759084,1.0,0.0,0.22000000000000028,-0.3200000000000003,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-28,57.0,57.05,55.56,55.65,43720482.19,778730,43.97,1.58,56.59952380952382,56.32413577407268,0.0,0.0,0.22000000000000028,-0.3200000000000003,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-29,55.7,56.14,55.49,55.98,20016036.96,358610,47.15,0.65,56.59,56.255308619258145,0.0,1.0,0.22000000000000028,0.12375000000000025,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-02,56.51,57.17,55.77,57.03,30331206.92,536180,56.06,1.4,56.57190476190476,56.410246895406516,0.0,0.0,0.22000000000000028,0.12375000000000025,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03,57.24,58.4,57.14,58.4,60686809.96,1044620,64.79,1.37,56.63714285714286,56.808197516325215,0.0,0.0,0.22000000000000028,0.12375000000000025,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-04,57.71,58.62,57.71,58.4,27069175.02,464890,64.79,0.91,56.64761904761905,57.126558013060176,1.0,0.0,0.2519999999999996,0.12375000000000025,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-05,58.14,58.45,57.15,57.61,37831128.57,656040,56.59,1.3,56.59428571428572,57.22324641044814,0.0,1.0,0.2519999999999996,0.41499999999999915,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-06,57.83,58.42,57.48,57.75,31871654.9,550360,57.66,0.94,56.59571428571429,57.32859712835851,0.0,0.0,0.2519999999999996,0.41499999999999915,0.0,0.0,0.0,0.0,0.0,1.0
2012-01-09,58.25,58.35,57.79,58.25,31053713.07,534610,61.47,0.6,56.678095238095224,57.51287770268681,0.0,0.0,0.2519999999999996,0.41499999999999915,0.0,0.0,0.0,0.0,0.0,1.0
2012-01-10,59.03,59.29,58.66,58.9,46542393.91,788110,65.95,1.04,56.74904761904762,57.79030216214945,1.0,0.0,0.16750000000000043,0.41499999999999915,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-11,59.21,59.25,58.52,59.2,32183840.83,545040,67.89,0.73,56.87666666666667,58.072241729719565,0.0,1.0,0.16750000000000043,0.34250000000000114,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-12,59.49,59.68,58.7,59.1,35494887.87,599750,66.47,0.98,56.9947619047619,58.27779338377565,1.0,0.0,0.19500000000000028,0.34250000000000114,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-13,58.65,58.98,57.99,58.2,50901620.32,873370,54.85,1.11,57.11142857142857,58.262234707020525,0.0,0.0,0.19500000000000028,0.34250000000000114,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-16,57.97,59.1,57.97,59.03,57194016.11,972740,61.78,1.13,57.27714285714284,58.41578776561643,0.0,1.0,0.19500000000000028,-0.18333333333333476,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-17,59.5,60.01,59.31,59.75,122150274.8,2047300,66.76,0.98,57.48190476190476,58.68263021249315,0.0,0.0,0.19500000000000028,-0.18333333333333476,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-18,59.89,60.8,59.64,60.8,64809551.97,1074950,72.61,1.16,57.781904761904755,59.10610416999452,0.0,0.0,0.19500000000000028,-0.18333333333333476,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-19,60.8,61.25,60.66,60.93,72040084.32,1180680,73.27,0.59,58.00428571428572,59.47088333599562,0.0,0.0,0.19500000000000028,-0.18333333333333476,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-20,60.71,61.44,60.7,61.4,64856743.89,1060870,75.64,0.74,58.27,59.856706668796505,0.0,0.0,0.19500000000000028,-0.18333333333333476,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-23,61.4,61.77,60.96,61.52,104941260.7,1710310,76.24,0.81,58.509047619047635,60.18936533503721,1.0,0.0,0.29857142857142904,-0.18333333333333476,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-24,61.27,61.61,60.75,61.6,84420875.75,1376310,76.68,0.86,58.739999999999995,60.47149226802977,0.0,1.0,0.29857142857142904,0.46333333333333354,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-26,62.15,62.82,61.99,62.05,82339575.75,1319920,79.1,1.22,58.98523809523809,60.787193814423816,1.0,0.0,0.5249999999999986,0.46333333333333354,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-27,62.02,62.42,61.79,62.03,102827574.4,1657640,78.69,0.63,59.21809523809524,61.035755051539056,0.0,0.0,0.5249999999999986,0.46333333333333354,0.0,0.0,0.0,0.0,0.0,1.0
2012-01-30,61.4,61.93,61.05,61.86,63732327.55,1036040,74.99,0.98,59.51380952380951,61.200604041231244,0.0,1.0,0.5249999999999986,0.09999999999999905,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-31,62.35,62.44,61.71,62.17,62119618.45,1000900,77.19,0.73,59.80857142857142,61.394483232984996,0.0,0.0,0.5249999999999986,0.09999999999999905,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,62.7,63.62,62.7,63.52,118277388.1,1869650,84.06,1.45,60.11761904761904,61.819586586388,0.0,0.0,0.5249999999999986,0.09999999999999905,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-02,63.64,63.85,63.25,63.59,51279329.46,807020,84.34,0.6,60.364761904761885,62.173669269110405,0.0,0.0,0.5249999999999986,0.09999999999999905,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-03,63.35,64.63,63.2,64.21,145627273.3,2269140,86.64,1.43,60.64142857142856,62.58093541528832,1.0,1.0,0.30166666666666586,0.5375000000000014,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-06,64.18,64.2,63.69,64.19,62089590.58,969410,86.18,0.52,60.9547619047619,62.902748332230665,0.0,0.0,0.30166666666666586,0.5375000000000014,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-07,64.0,65.0,63.85,64.95,184705900.9,2864310,88.73,1.15,61.29761904761905,63.312198665784535,0.0,0.0,0.30166666666666586,0.5375000000000014,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-08,65.0,65.39,64.66,64.78,70257384.21,1080610,84.79,0.73,61.60857142857143,63.60575893262764,0.0,0.0,0.30166666666666586,0.5375000000000014,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-09,64.78,65.71,64.2,64.52,104684373.3,1620560,78.77,1.51,61.87619047619047,63.78860714610211,1.0,0.0,0.2699999999999996,0.5375000000000014,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-10,63.4,63.52,62.9,63.05,168651426.7,2670480,54.26,1.62,62.059523809523796,63.64088571688169,0.0,1.0,0.2699999999999996,-0.06000000000000085,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-13,64.0,64.75,63.67,64.67,64750432.85,1006310,66.99,1.7,62.3247619047619,63.84670857350535,0.0,0.0,0.2699999999999996,-0.06000000000000085,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-14,64.69,64.86,63.84,64.01,112223708.3,1747390,59.41,1.02,62.60142857142858,63.87936685880428,0.0,0.0,0.2699999999999996,-0.06000000000000085,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-15,64.97,65.22,64.29,64.38,95545532.06,1478330,62.12,1.21,62.85619047619048,63.97949348704343,1.0,0.0,-0.12249999999999872,-0.06000000000000085,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-16,63.9,65.17,63.9,65.01,208313816.6,3223010,66.4,1.27,63.10666666666667,64.18559478963475,0.0,1.0,-0.12249999999999872,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-17,65.35,65.51,64.84,65.12,92335620.8,1416710,67.13,0.67,63.31238095238097,64.3724758317078,1.0,0.0,0.14500000000000313,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-22,65.12,65.28,64.83,64.96,18926447.17,290950,64.83,0.45,63.50428571428572,64.48998066536625,0.0,0.0,0.14500000000000313,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-23,64.95,65.3,64.48,64.86,121928930.0,1878270,63.3,0.82,63.66904761904762,64.563984532293,0.0,1.0,0.14500000000000313,0.19333333333333513,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-24,65.4,65.4,64.89,64.89,80663997.6,1237980,63.59,0.54,63.82952380952381,64.62918762583442,0.0,0.0,0.14500000000000313,0.19333333333333513,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-27,65.4,65.4,64.1,64.25,71344791.37,1107600,53.46,1.3,63.95571428571428,64.55335010066753,0.0,1.0,0.14500000000000313,-0.19000000000000483,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-28,64.51,65.15,64.4,65.0,87721526.93,1353010,61.54,0.9,64.09619047619046,64.64268008053403,0.0,0.0,0.14500000000000313,-0.19000000000000483,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-29,65.03,65.62,64.53,64.74,149130956.6,2287360,57.63,1.09,64.22523809523808,64.66214406442722,0.0,0.0,0.14500000000000313,-0.19000000000000483,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,65.14,65.86,65.09,65.74,189587909.0,2890510,66.76,1.12,64.41,64.87771525154179,0.0,0.0,0.14500000000000313,-0.19000000000000483,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-02,66.0,66.75,65.94,66.75,98114456.48,1478900,73.29,1.01,64.62809523809524,65.25217220123344,1.0,0.0,0.15499999999999936,-0.19000000000000483,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-05,66.65,66.65,65.72,65.95,88358477.87,1336360,62.37,1.03,64.74380952380953,65.39173776098676,0.0,0.0,0.15499999999999936,-0.19000000000000483,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-06,65.29,65.29,63.91,64.02,102722254.8,1598640,44.4,2.04,64.7642857142857,65.1173902087894,0.0,1.0,0.15499999999999936,-0.03166666666666629,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-07,64.69,65.11,64.38,65.11,112691680.7,1741260,53.0,1.09,64.80714285714285,65.11591216703152,0.0,0.0,0.15499999999999936,-0.03166666666666629,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-08,66.25,66.25,65.63,65.87,125342378.1,1900290,58.09,1.14,64.88714285714286,65.26672973362523,0.0,0.0,0.15499999999999936,-0.03166666666666629,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-09,66.1,66.41,65.61,65.64,101948115.5,1546610,56.03,0.8,64.92,65.34138378690018,1.0,0.0,-0.06800000000000068,-0.03166666666666629,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-12,65.5,65.57,64.91,65.39,71988738.04,1102010,53.69,0.73,64.94904761904763,65.35110702952015,0.0,1.0,-0.06800000000000068,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-13,65.98,67.38,65.65,67.3,104031688.6,1565070,65.9,1.99,65.08142857142859,65.74088562361612,0.0,0.0,-0.06800000000000068,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-14,67.6,67.93,66.74,67.1,88284423.95,1311710,63.91,1.19,65.27428571428571,66.0127084988929,1.0,0.0,0.50666666666667,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-15,66.62,67.01,66.4,66.62,87870143.64,1315420,59.11,0.7,65.36714285714285,66.13416679911433,0.0,1.0,0.50666666666667,0.4966666666666697,0.0,0.0,0.0,0.0,0.0,1.0
2012-03-16,66.7,67.05,66.46,66.63,102099573.8,1532110,59.18,0.59,65.49190476190478,66.23333343929147,0.0,0.0,0.50666666666667,0.4966666666666697,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-19,66.63,67.14,66.5,66.65,96561790.99,1445740,59.34,0.64,65.6,66.31666675143317,1.0,0.0,-0.2633333333333354,0.4966666666666697,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-20,65.89,66.26,65.65,66.15,101127445.4,1531900,53.42,1.0,65.65428571428572,66.28333340114655,0.0,1.0,-0.2633333333333354,-0.25,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-21,66.14,66.3,65.71,65.84,47742811.14,723740,49.94,0.59,65.68857142857144,66.19466672091724,1.0,0.0,-0.4200000000000017,-0.25,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-22,65.48,65.48,64.56,64.85,102579952.0,1580210,40.48,1.28,65.68333333333334,65.9257333767338,0.0,1.0,-0.4200000000000017,-0.5450000000000017,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-23,64.85,65.25,64.58,64.89,119446631.4,1840820,40.98,0.67,65.68476190476191,65.71858670138704,0.0,0.0,-0.4200000000000017,-0.5450000000000017,0.0,0.0,0.0,0.0,1.0,0.0
2012-03-26,65.42,65.78,65.15,65.78,95645141.9,1460420,51.38,0.89,65.72714285714285,65.73086936110964,0.0,0.0,-0.4200000000000017,-0.5450000000000017,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-27,65.74,65.92,64.9,64.91,105052652.0,1605740,43.04,1.02,65.75857142857143,65.56669548888772,1.0,0.0,-0.09499999999999886,-0.5450000000000017,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-28,64.84,64.91,63.81,64.15,199235756.4,3107560,37.12,1.1,65.71809523809524,65.28335639111017,0.0,0.0,-0.09499999999999886,-0.5450000000000017,0.0,0.0,0.0,0.0,0.0,0.0
